geoid,2000_2006,2007_2024,2010_2015
210350106005,0,0,0
210350106006,0,0,0
210350107001,1,1,0
210350107002,0,0,0
210350107003,1,4,2
210350108001,0,2,0
210350108003,0,1,0
210350108004,0,1,0
210370501002,,1,0
210370504001,0,1,0
210370504002,0,2,0
210370505001,1,2,0
210370505002,0,3,1
210370505003,0,1,0
210370506001,0,4,0
210370506002,0,0,0
210370511011,0,,
210370511012,0,5,1
210370511013,0,0,0
210370512001,0,4,1
210370512002,0,1,0
210370513002,0,1,0
210370513003,0,1,0
210370519011,1,3,1
210370519012,0,2,0
210370519013,0,5,0
210370519031,0,2,0
210370519032,0,1,
210370519033,1,2,0
210370519034,0,1,0
210370519035,,0,0
210370519041,1,5,1
210370519042,0,1,0
210370519043,,1,0
210370520011,0,0,0
210370520012,0,2,0
210370520013,0,2,1
210370520021,0,1,0
210370520022,0,0,0
210370520023,1,0,0
210370521002,0,1,0
210370521003,0,3,0
210370522001,0,1,
210370522002,0,1,0
210370523011,1,2,0
210370523012,0,1,0
210370523013,0,2,0
210370523021,0,3,0
210370523023,3,4,0
210370523024,,0,0
210370524001,0,2,1
210370524002,0,1,0
210370525001,1,5,1
210370525002,0,1,
210370525003,1,1,1
210370525004,1,3,1
210370528001,0,2,1
210370528002,3,7,1
210370529001,0,2,0
210370529002,0,1,1
210370529003,0,0,0
210370529004,0,2,0
210370531001,0,2,0
210370531002,0,3,0
210370531003,,4,0
210370532001,1,3,0
210370532002,0,3,0
210370533011,,1,1
210370533012,0,3,0
210370533013,4,5,1
210370533021,1,2,0
210370533022,0,1,0
210370533023,0,2,0
210399601001,2,0,1
210399602001,2,4,0
210399602002,0,3,0
210399603001,0,1,0
210399603002,2,2,0
210419501001,0,0,0
210419501002,,1,1
210419502001,1,3,2
210419502002,1,2,0
210419502003,0,4,2
210419502004,0,2,2
210419502005,0,3,0
210419503001,0,0,0
210419503002,0,3,2
210439601002,,0,
210439602001,0,2,1
210439602002,0,11,1
210439603001,0,0,0
210439603002,0,1,0
210439603003,0,0,
210439605001,2,10,2
210439605002,0,1,0
210439605003,0,4,0
210439606001,0,1,0
210439606002,0,0,0
210439606003,0,0,0
210439606004,0,2,2
210439607001,,3,0
210439607002,0,2,
210439607003,0,0,0
210459501001,0,0,0
210459502001,0,1,
210459502002,0,0,0
210459503001,1,1,0
210459503002,0,1,0
210459503004,4,18,3
210459503005,0,2,0
210459503006,0,1,0
210459504001,,1,0
210459504002,1,0,
210459504003,1,3,0
210459505001,0,2,0
210459505002,1,4,0
210472001001,5,20,4
210472001002,0,13,3
210472001003,0,0,0
210472002001,0,4,0
210472002002,1,4,0
210472003001,0,0,0
210472003002,0,1,
210472003003,0,1,0
210472003004,0,0,0
210472004001,0,3,1
210472004002,0,9,1
210472005001,0,0,0
210472005002,1,1,1
210472005003,,1,
210472006001,0,2,0
210472006002,0,,
210472007001,0,3,1
210472007002,0,2,1
210472007003,0,2,0
210472008001,0,1,0
210472008002,,1,0
210472009001,0,1,0
210472009002,0,4,1
210472009003,0,1,0
210472010001,0,2,1
210472011001,0,9,0
210472011002,0,2,0
210472011003,1,3,2
210472012001,0,0,0
210472012002,1,3,1
210472013011,0,6,0
210472013012,0,0,0
210472013021,0,2,0
210472013022,0,2,0
210472013024,,0,0
210472014001,1,0,0
210472014002,1,5,0
210472015022,,0,
210490201011,0,1,1
210490201013,0,6,3
210490201031,0,0,1
210490201032,0,1,0
210490201051,0,1,1
210490201052,1,0,0
210490201053,0,0,1
210490201061,0,3,0
210490201062,0,9,2
210490201063,0,,
210490202011,0,5,4
210490202012,1,4,1
210490202013,,1,0
210490202021,0,3,1
210490202022,0,2,2
210490202023,0,2,1
210490203001,0,2,0
210490203002,0,0,
210490204001,0,0,0
210490204002,0,1,0
210490204003,0,2,0
210490205001,1,5,0
210490205002,0,1,0
210490206001,0,3,0
210490206002,0,0,0
210519501002,1,5,0
210519502001,0,2,0
210519502002,0,2,1
210519502003,0,1,0
210519502004,0,3,0
210519503001,5,22,3
210519503002,1,3,2
210519503003,0,4,0
210519503004,0,2,2
210519503005,0,8,1
210519504001,0,0,
210519504002,0,2,1
210519504003,0,2,0
210519505001,,0,
210519505002,0,2,0
210519506001,,0,0
210519506002,0,2,1
210539701002,5,17,5
210539702011,0,4,0
210539702012,,0,0
210539702021,,0,0
210539702022,1,5,0
210539702023,,1,0
210559301002,0,1,0
210559302001,2,4,4
210559302003,0,3,2
210559302004,0,2,2
210559302005,0,1,1
210559303001,,0,0
210559304001,3,10,2
210559304002,1,0,0
210579501001,,2,0
210579501002,0,,
210579501003,4,18,7
210579501004,0,2,0
210579501005,0,1,0
210579502001,,1,0
210579502002,,1,0
210579502003,1,0,
210590001001,1,5,1
210590001002,0,2,0
210590001003,0,1,1
210590002001,0,3,1
210590002002,0,1,1
210590002003,0,2,0
210590003001,0,3,1
210590003002,1,2,0
210590004001,1,1,1
210590004002,0,1,0
210590004003,0,1,0
210590004004,,1,0
210590004005,2,9,2
210590005001,0,4,0
210590005002,0,2,0
210590006001,0,4,1
210590006002,1,3,0
210590006003,0,0,0
210590006004,0,1,0
210590007001,1,2,0
210590007002,0,0,0
210590007003,0,1,0
210590008001,0,1,0
210590008002,0,1,0
210590008003,0,1,1
210590008004,0,0,0
210590009001,0,1,0
210590009003,1,1,0
210590010001,0,0,
210590010002,0,1,0
210590011001,0,0,0
210590011002,1,,
210590012002,0,3,1
210590012003,1,0,0
210590013001,0,1,0
210590013002,,1,0
210590013003,0,1,0
210590014011,2,4,0
210590014013,1,1,0
210590014021,0,0,0
210590014022,0,0,0
210590014023,0,1,
210590015011,0,2,1
210590015012,0,3,2
210590015013,,0,0
210590015021,0,1,0
210590015022,0,1,0
210590016011,,0,0
210590016012,0,0,0
210590016021,0,1,0
210590016022,1,0,0
210590016023,1,1,0
210590017011,0,0,0
210590017012,0,0,0
210590017013,0,0,0
210590017022,0,4,0
210590017031,0,2,0
210590017032,0,4,0
210590017033,0,2,0
210590018001,0,2,0
210590018002,0,2,0
210590018003,0,0,
210619202001,1,4,0
210619202002,0,1,0
210619202003,0,1,1
210619202004,0,2,
210619203001,,1,
210619203002,,0,0
210619204001,0,1,
210619204002,0,1,0
210619204003,,0,
210619204004,,0,
210639201002,,0,0
210639201003,1,3,1
210639201004,,0,
210639201005,,0,0
210639202002,,0,0
210639202003,0,0,0
210659201001,,0,
210659201002,3,7,1
210659202001,0,3,0
210659202002,1,2,0
210659202003,0,1,0
210659202004,0,3,1
210659203001,0,0,0
210659203002,1,5,0
210659203003,0,0,0
210659203004,0,3,0
210659204001,,0,
210659204002,1,2,0
210670001011,6,15,2
210670001012,1,2,0
210670001021,0,0,0
210670001022,0,5,0
210670002001,2,2,0
210670002002,0,0,0
210670002003,,0,
210670002004,0,3,2
210670003001,1,,
210670003002,0,2,2
210670003003,0,3,1
210670003004,0,4,1
210670004001,0,3,0
210670004002,0,1,0
210670005001,0,1,0
210670005002,,1,
210670005003,0,1,0
210670005004,0,0,0
210670006001,0,1,0
210670006002,1,4,1
210670006003,0,3,0
210670007001,0,0,0
210670007002,1,1,0
210670008011,0,1,0
210670008021,1,2,0
210670008022,0,2,1
210670009001,0,0,0
210670009002,,0,
210670009003,0,3,1
210670010001,0,4,1
210670010002,0,4,1
210670011001,0,4,1
210670011002,0,4,2
210670011003,,0,
210670011004,0,5,0
210670013001,0,3,0
210670013002,1,2,1
210670014001,0,5,1
210670014002,0,2,0
210670015001,0,,
210670015002,0,3,1
210670016001,1,3,0
210670016002,0,2,0
210670017003,0,0,0
210670018001,0,7,2
210670019001,1,3,1
210670019002,1,1,0
210670020012,,0,0
210670020013,0,3,0
210670020021,0,2,0
210670020022,0,0,0
210670022001,0,0,0
210670022002,0,2,0
210670023021,0,1,1
210670023022,0,,
210670023023,,0,
210670023031,,1,
210670023032,,0,
210670023033,0,0,0
210670023034,,2,0
210670023041,0,1,0
210670023042,,5,0
210670024001,0,5,0
210670024002,0,0,0
210670024003,0,2,1
210670024004,0,2,0
210670025001,0,1,0
210670025002,0,4,0
210670025003,0,1,0
210670026001,1,2,1
210670026002,,0,
210670026003,1,4,0
210670026004,1,1,0
210670027001,1,0,
210670027002,0,2,0
210670027003,0,1,0
210670028001,0,16,1
210670028002,0,12,1
210670029001,0,0,0
210670029002,0,1,0
210670029003,0,3,0
210670030001,0,4,1
210670030002,0,2,1
210670030003,0,7,3
210670030004,0,2,1
210670030005,1,4,1
210670031011,0,1,0
210670031012,0,3,0
210670031021,0,3,1
210670031022,0,3,1
210670032011,0,2,0
210670032012,0,2,0
210670032021,0,1,1
210670032022,0,2,0
210670032023,,1,0
210670032024,1,12,0
210670033001,0,3,0
210670033002,1,3,1
210670034021,0,1,0
210670034022,0,0,0
210670034041,0,2,0
210670034042,0,2,0
210670034051,0,4,0
210670034052,0,1,0
210670034053,0,2,
210670034062,1,0,
210670034063,0,1,0
210670034071,0,3,1
210670034072,0,1,
210670035011,1,3,0
210670035012,0,1,0
210670035031,0,1,1
210670035042,0,1,0
210670036001,0,2,1
210670036002,1,,
210670036003,,0,
210670037011,0,0,0
210670037012,0,1,0
210670037021,0,1,0
210670037022,0,2,0
210670037031,,1,0
210670037032,,0,
210670037041,,0,0
210670037042,0,1,1
210670038021,0,0,0
210670038022,0,1,0
210670038023,0,1,0
210670038031,1,6,0
210670038032,0,2,0
210670038033,,0,
210670038041,0,5,1
210670038042,0,0,0
210670038043,0,8,1
210670039061,0,0,0
210670039062,0,3,1
210670039081,1,1,0
210670039082,0,4,0
210670039083,,1,0
210670039091,0,3,1
210670039092,0,2,1
210670039101,1,1,0
210670039111,,2,0
210670039112,0,4,0
210670039113,1,0,0
210670039121,1,4,1
210670039122,2,5,1
210670039131,1,3,0
210670039133,0,0,
210670039152,,0,
210670039171,0,2,1
210670039172,,0,0
210670039181,0,2,0
210670039182,2,2,1
210670040011,1,2,0
210670040012,0,0,0
210670040013,1,1,0
210670040031,0,0,0
210670040032,0,1,0
210670040033,,1,0
210670040051,1,1,0
210670040061,,0,
210670040071,0,0,
210670040072,1,1,0
210670041031,,0,0
210670041032,0,6,2
210670041041,,1,0
210670041042,1,2,1
210670041052,,0,
210670041053,0,1,0
210670041061,,2,0
210670041062,1,0,0
210670041072,0,2,1
210670041073,,1,0
210670042041,1,4,2
210670042042,0,4,2
210670042043,0,4,0
210670042051,0,5,1
210670042053,0,3,0
210670042071,0,5,0
210670042072,0,3,0
210670042081,0,1,0
210670042082,1,2,0
210670042091,0,1,
210670042092,1,4,0
210670042102,0,2,0
210699201001,0,1,0
210699201002,1,7,1
210699201003,2,3,3
210699202001,0,2,1
210699202002,0,3,2
210699203001,,0,0
210699203002,1,4,3
210699204001,1,0,
210699204002,0,2,2
210699204003,0,1,1
210699204004,0,1,0
210719201001,,1,
210719201002,0,0,0
210719201003,3,16,1
210719201004,0,4,1
210719202001,,1,0
210719202002,0,,
210719203001,0,2,1
210719203002,1,2,0
210719203004,0,,
210719203005,0,0,0
210719204002,0,3,1
210719204004,0,1,0
210719204005,,0,0
210719205001,0,1,0
210719205002,,1,0
210719205003,0,5,0
210719205004,0,2,0
210719206001,,0,0
210719206002,0,1,0
210719206003,,1,
210719207001,0,1,0
210719207003,0,0,0
210719207004,0,2,0
210719208001,0,,
210719208002,1,0,
210719208003,,0,0
210719208004,0,4,1
210719208005,,0,0
210719208006,0,6,2
210719210001,,0,0
210719210002,0,1,0
210719210003,,0,
210719210004,0,0,0
210719210005,,0,0
210719210006,1,1,1
210730701002,0,1,0
210730701003,0,1,0
210730701005,1,1,0
210730701006,0,3,0
210730704011,0,0,0
210730704012,1,1,0
210730704021,1,3,1
210730704022,0,1,0
210730704023,,1,0
210730704024,0,2,0
210730705001,0,2,0
210730705002,2,8,2
210730705003,0,0,0
210730706001,0,3,0
210730706002,0,1,0
210730706003,0,1,0
210730707011,0,1,0
210730707012,1,0,0
210730707013,0,,
210730707021,0,4,0
210730707022,1,0,0
210730707023,0,1,0
210730708001,0,1,0
210730708002,0,1,1
210730708003,0,1,0
210730710001,0,0,0
210730710002,0,3,0
210730710003,0,3,1
210730710004,0,0,0
210730711001,0,1,1
210730711002,0,1,0
210730711003,0,0,0
210730711004,1,2,0
210730712001,0,0,0
210730712002,1,3,1
210730712003,2,5,1
210759601001,0,3,0
210759601002,3,2,0
210759601003,1,1,0
210759601004,2,6,1
210759601005,0,2,0
210759602001,0,3,0
210759602002,0,2,0
210759602003,0,4,2
210759602004,2,7,0
210779601011,0,4,1
210779601012,1,0,
210779601013,0,5,1
210779601021,1,4,0
210799701001,0,3,1
210799701002,,0,0
210799701003,0,1,0
210799702002,2,4,0
210799702003,0,2,1
210799702004,1,2,0
210799703001,0,2,0
210799703002,0,3,0
210799703003,0,11,2
210799704001,0,1,0
210799704002,1,5,1
210819201001,0,0,0
210819201002,0,1,0
210819201003,6,4,3
210819202001,1,5,0
210819202002,2,4,0
210819202003,1,3,1
210819202004,0,1,1
210819203001,0,0,0
210819203002,0,1,0
210819203003,0,0,0
210819203004,1,2,0
210819203005,0,5,0
210819203006,0,0,0
210819204001,,0,0
210819204002,1,4,0
210830201001,,1,0
210830201002,0,4,0
210830201003,0,0,0
210830201004,0,0,0
210830202001,0,5,0
210830202002,1,0,0
210830202003,1,2,0
210830203001,2,11,1
210830203002,0,5,1
210830203003,1,2,1
210830203004,0,0,0
210830203005,0,2,0
210830204001,0,2,0
210830204002,0,5,0
210830204003,1,2,0
210830205001,2,7,0
210830205002,0,2,0
210830205003,1,3,1
210830206001,,2,1
210830206002,0,1,0
210830207001,0,2,0
210830207002,0,2,1
210830207003,0,1,0
210830207004,1,2,1
210830208001,0,2,0
210830208002,0,4,0
210830208003,0,4,1
210830209001,0,2,1
210830209002,0,3,0
210859501001,1,1,
210859501002,1,1,0
210859502001,0,0,0
210859502002,0,0,0
210859502003,0,2,0
210859503001,0,1,1
210859503002,1,3,1
210859503003,0,2,
210859504001,0,1,0
210859504002,0,0,0
210859504003,1,9,3
210859504004,0,0,0
210859504005,0,1,1
210859505001,0,2,1
210859505002,2,4,1
210859506001,0,2,1
210859506003,,0,
210859506004,0,1,0
210859507002,2,2,0
210859507003,0,1,0
210879301001,0,1,0
210879301003,2,3,1
210879302001,0,1,0
210879302002,0,1,0
210879302003,0,2,1
210879302004,0,8,4
210879303001,1,3,1
210879303002,5,15,5
210879304001,0,4,3
210879304002,2,0,0
210890401001,0,2,0
210890401002,1,1,0
210890401003,0,0,0
210890401004,0,,
210890402011,0,3,1
210890402012,,2,0
210890402021,1,2,0
210890402022,1,1,0
210890402023,0,3,0
210890403001,0,5,0
210890403002,0,7,1
210890403003,0,1,1
210890404001,0,5,0
210890404002,0,1,0
210890404003,0,1,0
210890404004,0,1,0
210890405012,0,1,0
210890405022,0,0,0
210890405023,0,9,3
210890405024,0,0,0
210890406001,,1,0
210890406002,0,2,0
210890406003,,0,0
210890407001,1,5,1
210890407002,0,0,0
210919601001,1,1,1
210919601002,0,0,0
210919602001,,1,0
210919602002,0,0,0
210919602003,0,1,0
210919603001,0,2,0
210919603002,0,2,0
210930001001,0,5,1
210930002012,0,1,0
210930003001,0,4,0
210930003002,0,4,0
210930003003,0,1,0
210930004001,2,2,0
210930004002,1,4,1
210930004003,1,5,0
210930004004,0,2,1
210930005001,0,1,0
210930005002,4,5,0
210930006001,0,1,0
210930006002,0,5,0
210930006003,0,1,0
210930007001,0,0,0
210930007002,0,4,1
210930007003,0,2,0
210930007004,1,2,0
210930008001,0,1,0
210930008002,0,1,0
210930008003,0,0,0
210930009011,0,1,0
210930009012,1,4,1
210930009013,0,6,0
210930009014,0,0,0
210930009021,0,0,0
210930009022,0,2,0
210930010011,0,3,0
210930010012,,3,0
210930010013,0,5,0
210930010014,1,1,0
210930010021,0,2,0
210930010022,0,3,0
210930010023,0,0,0
210930010024,0,0,0
210930010025,0,3,0
210930011001,0,1,1
210930011002,0,3,0
210930012001,1,9,1
210930012002,0,1,0
210930013001,0,2,0
210930013002,0,4,0
210930014011,0,,
210930014012,0,4,0
210930014021,0,5,0
210930014022,0,4,1
210930014023,0,3,0
210930014024,0,0,0
210930014025,0,3,0
210930015001,0,2,0
210930016001,0,7,1
210930016002,0,8,3
210930016003,0,2,0
210930016004,0,9,0
210930016005,0,2,0
210930016006,0,1,0
210930016007,0,3,0
210930017001,0,4,0
210930017002,0,3,0
210930017003,1,8,1
210930017004,0,4,2
210930017005,0,3,0
210930017006,2,5,0
210959701001,0,2,0
210959701002,0,1,0
210959702001,0,5,2
210959702002,2,17,6
210959702003,0,1,0
210959702004,0,2,0
210959703001,0,2,0
210959703002,0,0,0
210959704001,,1,0
210959704002,0,2,0
210959705001,1,5,2
210959706001,0,1,0
210959706002,0,6,1
210959706003,0,1,0
210959707001,1,5,1
210959707002,2,1,0
210959707003,0,1,0
210959707005,1,3,0
210959708001,2,3,2
210959709001,0,1,0
210959709002,0,3,1
210959709003,3,8,2
210959709004,0,2,0
210959710001,,2,0
210959710003,0,2,0
210959710004,0,1,0
210959710005,2,14,5
210959713001,0,0,0
210959713002,0,1,0
210959713003,0,0,0
210959713004,,0,
210979501001,0,0,0
210979501002,0,3,0
210979502001,1,3,0
210979502002,0,1,0
210979503001,0,0,1
210979503002,1,3,1
210979503003,,0,0
210979504001,0,5,1
210979504002,2,2,0
210979504003,0,2,1
210979505001,0,3,1
210979505002,1,4,0
210979505003,0,0,0
210979505004,0,3,1
210999701001,0,3,0
210999701002,1,2,0
210999702001,0,3,1
210999702002,0,0,0
210999703001,0,1,
210999703002,0,1,0
210999703003,1,4,0
210999703004,0,1,0
210999704001,3,9,2
210999704002,1,2,0
210999704003,1,0,0
210999704004,1,1,0
210999705001,0,1,0
210999705002,4,4,1
210999705003,1,1,0
210999705004,0,3,0
211010201001,0,0,0
211010202001,1,5,0
211010203001,1,6,0
211010204001,1,3,1
211010204002,1,3,1
211010205001,0,1,0
211010205002,0,3,0
211010206011,,1,0
211010206012,0,0,0
211010206013,0,3,2
211010206014,,0,
211010206015,1,0,0
211010206021,1,7,0
211010206022,,0,
211010207011,0,1,0
211010207012,0,3,0
211010207013,,0,0
211010207014,,0,0
211010207021,0,2,0
211010207022,0,1,
211010207023,0,0,0
211010207024,0,1,0
211010208001,0,2,1
211010208002,,1,1
211010208003,0,0,0
211010208004,0,1,1
211010209001,0,0,0
211010209002,,0,0
211010209003,,1,1
211010209004,0,6,2
211010209005,2,1,0
211010209006,0,2,0
211030901001,0,1,1
211030901002,0,0,0
211030901003,0,3,0
211030902001,0,2,2
211030902002,0,1,1
211030902003,0,1,0
211030903011,0,1,0
211030903012,0,0,0
211030903021,0,2,0
211030903022,0,3,2
211030903023,0,0,1
211030904001,2,2,0
211030904002,,1,0
211030904003,0,2,0
211059701001,0,3,1
211059701002,0,0,0
211059701003,1,0,0
211059701004,1,8,3
211059701005,0,2,0
211059701006,0,1,0
211079701001,,0,0
211079701002,1,5,0
211079702001,1,2,1
211079702002,1,8,1
211079703001,1,2,1
211079703002,0,1,1
211079703003,0,8,1
211079703004,0,4,1
211079703005,0,2,1
211079704001,0,4,2
211079704002,3,11,5
211079704003,0,4,1
211079705002,0,0,0
211079705003,0,2,1
211079705004,0,2,
211079705005,0,3,1
211079706001,0,7,4
211079706002,0,2,1
211079707001,0,0,0
211079707002,1,3,2
211079707003,0,4,2
211079708001,1,1,1
211079708002,,0,0
211079708003,0,0,0
211079709001,,1,0
211079709002,0,0,0
211079709003,0,6,4
211079709004,0,6,0
211079710001,1,1,
211079710002,0,1,1
211079710003,,1,
211079711001,,0,0
211079711002,2,3,2
211079711003,1,1,1
211079711004,,2,0
211079713001,0,2,1
211079713002,,0,0
211079713003,1,6,3
211079713005,1,3,2
211099601001,,0,0
211099601002,0,16,7
211099601003,0,2,2
211099601004,0,0,1
211099602001,,0,2
211099602002,0,0,
211099603001,1,3,3
211099603002,,0,1
211099603003,0,2,0
211099603004,0,6,2
211110002001,2,6,2
211110002002,0,3,3
211110002003,0,4,0
211110003001,0,3,0
211110003002,1,,
211110003003,0,0,0
211110004001,0,3,1
211110004002,0,1,
211110004003,0,0,0
211110004004,0,0,0
211110004005,,0,
211110004006,1,1,0
211110006001,0,1,0
211110006002,1,2,0
211110007001,0,2,1
211110007002,0,3,0
211110007003,0,2,0
211110008002,,1,0
211110009001,0,4,2
211110009002,0,1,0
211110010001,1,2,1
211110010002,0,3,1
211110010003,0,4,1
211110011001,1,2,0
211110011003,1,6,0
211110012001,1,2,0
211110012002,0,13,1
211110012003,0,1,0
211110014001,0,3,1
211110014002,0,1,0
211110015001,,0,
211110015002,0,2,0
211110015003,4,10,0
211110016001,1,7,2
211110016002,0,1,1
211110016004,0,2,2
211110017001,0,0,0
211110017002,0,0,0
211110017003,0,1,0
211110018001,0,9,1
211110021001,0,2,0
211110021002,0,1,0
211110021003,,0,
211110023001,0,0,0
211110023002,1,3,2
211110023003,1,2,0
211110024001,0,8,1
211110024002,3,1,1
211110024003,0,5,0
211110024004,1,4,1
211110024005,0,1,0
211110027001,1,6,1
211110027002,0,3,0
211110027003,1,7,1
211110028001,0,7,2
211110028002,0,2,1
211110030001,0,3,0
211110030002,0,1,0
211110030003,0,0,0
211110035001,2,1,0
211110035002,1,2,0
211110036001,0,1,0
211110036002,0,2,0
211110036003,0,1,1
211110036004,1,0,0
211110037001,0,9,2
211110037002,1,0,0
211110038001,0,3,1
211110038002,0,1,0
211110038003,1,0,0
211110038004,0,1,0
211110039001,0,1,0
211110039002,0,0,0
211110039003,0,3,0
211110040001,0,1,0
211110040002,0,0,0
211110041001,0,2,0
211110041002,0,0,0
211110043012,0,1,1
211110043022,0,3,0
211110043023,1,4,1
211110044001,0,0,0
211110044003,0,0,0
211110044004,0,1,1
211110044005,0,3,1
211110045001,0,3,0
211110045003,0,3,0
211110046001,0,3,0
211110046003,0,1,0
211110049001,7,7,2
211110049002,2,4,1
211110049003,0,2,0
211110050001,0,8,0
211110050002,0,1,
211110051001,0,7,0
211110051002,2,,
211110051003,0,5,0
211110051004,,3,1
211110052001,1,1,0
211110052002,0,1,0
211110052003,1,1,0
211110053001,0,3,0
211110053002,0,1,0
211110056001,2,2,0
211110056003,,1,
211110059001,1,9,1
211110059002,0,0,0
211110059003,0,1,0
211110059004,2,3,2
211110062001,0,4,1
211110062002,0,9,0
211110063001,0,3,0
211110063002,1,1,0
211110064001,0,2,
211110064002,0,3,0
211110065001,0,5,0
211110065002,2,5,0
211110065003,0,2,0
211110066001,0,3,1
211110066002,1,0,0
211110068001,0,1,0
211110068002,0,4,0
211110069002,,1,
211110070001,0,3,1
211110070002,0,1,0
211110071002,0,2,0
211110071003,0,1,0
211110071004,1,1,0
211110071005,1,5,2
211110074001,0,2,0
211110074002,1,2,1
211110075011,0,2,0
211110075013,,1,0
211110075022,0,4,1
211110075024,0,1,0
211110076012,0,2,0
211110076021,0,1,0
211110076022,0,1,0
211110076031,0,2,0
211110076032,0,0,
211110076033,0,2,0
211110077001,,0,
211110077002,2,1,0
211110078001,1,0,0
211110078003,2,5,0
211110079001,0,0,0
211110079002,0,1,0
211110081001,0,0,0
211110081002,0,2,0
211110081003,2,0,0
211110082001,0,0,0
211110082003,0,2,0
211110082004,0,5,0
211110083001,0,0,0
211110083002,0,1,0
211110083003,0,3,1
211110084001,0,3,0
211110084002,0,,
211110084003,0,,
211110085001,,1,
211110085002,1,4,0
211110087002,0,,
211110087004,1,6,0
211110088001,0,2,0
211110088002,0,2,1
211110089001,0,1,0
211110089002,,0,
211110089003,0,0,0
